case_id,segmentation_A,segmentation_B,warped_segmentation_A,flips_percentage,log_jac_std,dice,hd95
ACDC.patient108.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient108/ACDC.patient108.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient108/ACDC.patient108.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient108/ACDC.patient108.warped_ED_seg.nii.gz,0.0,0.010986429,0.402559420881398,8.046720136367815
ACDC.patient109.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient109/ACDC.patient109.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient109/ACDC.patient109.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient109/ACDC.patient109.warped_ES_seg.nii.gz,0.0,0.022735259,0.6697973407827802,3.737931113924507
ACDC.patient109.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient109/ACDC.patient109.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient109/ACDC.patient109.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient109/ACDC.patient109.warped_ED_seg.nii.gz,0.0,0.023877166,0.6531784402749176,4.634355166909234
ACDC.patient110.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient110/ACDC.patient110.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient110/ACDC.patient110.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient110/ACDC.patient110.warped_ES_seg.nii.gz,0.0,0.008769535,0.5640344225718653,4.3743685418725535
ACDC.patient110.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient110/ACDC.patient110.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient110/ACDC.patient110.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient110/ACDC.patient110.warped_ED_seg.nii.gz,0.0,0.008690538,0.5607238972020832,4.346395136239092
ACDC.patient111.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient111/ACDC.patient111.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient111/ACDC.patient111.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient111/ACDC.patient111.warped_ES_seg.nii.gz,0.0,0.018853871,0.01649970489868188,inf
ACDC.patient111.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient111/ACDC.patient111.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient111/ACDC.patient111.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient111/ACDC.patient111.warped_ED_seg.nii.gz,0.0,0.020541549,0.09446284729540538,10.088137593812531
ACDC.patient112.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient112/ACDC.patient112.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient112/ACDC.patient112.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient112/ACDC.patient112.warped_ES_seg.nii.gz,0.0,0.014737583,0.5986961239182863,6.2075562315752455
ACDC.patient112.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient112/ACDC.patient112.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient112/ACDC.patient112.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient112/ACDC.patient112.warped_ED_seg.nii.gz,0.0,0.014926905,0.5936867826756088,6.233428385233583
ACDC.patient113.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient113/ACDC.patient113.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient113/ACDC.patient113.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient113/ACDC.patient113.warped_ES_seg.nii.gz,0.0,0.012299613,0.7634489900267972,2.942809041582063
