DICE,%folds,direction
0.8153547045756723,0.0,forward
0.7524976701896541,0.0,forward
0.8515464624654633,0.0,forward
0.5501833464562331,0.0001119533527696793,forward
0.690893664108236,0.0020151603498542274,forward
0.9239044918552581,0.0,forward
0.7353533144121883,0.0,forward
0.5739697286031497,0.0006903790087463556,forward
0.7741406645229665,0.0001119533527696793,forward
0.7737050585423754,0.0,forward
0.7440505086278266,0.000485131195335277,forward
0.7523227433945906,9.329446064139942e-05,forward
0.8647265784677735,0.0,forward
0.7014231008493517,1.8658892128279884e-05,forward
0.8475312350216204,0.0,forward
0.6409591448063484,0.0009889212827988339,forward
0.7878257655718865,0.0002425655976676385,forward
0.8493201162541949,0.0,forward
0.714330638262529,0.0003731778425655977,forward
0.8743899381839965,3.731778425655977e-05,forward
0.783436062733879,0.0,forward
0.8115905160331969,1.8658892128279884e-05,forward
0.7558168132645035,5.597667638483965e-05,forward
0.8119941509436218,0.00027988338192419824,forward
0.7305118999240948,9.329446064139942e-05,forward
0.8165053253760983,3.731778425655977e-05,forward
0.8059569235363941,0.00016793002915451894,forward
0.743660806441174,0.0,forward
0.8120004886311992,0.00317201166180758,forward
0.7599775980614242,0.0,forward
0.8857103164056053,0.0,forward
0.9260581358286344,0.0,forward
0.8639296830724078,0.0,forward
0.7853586552483472,0.0,forward
0.8240201777413931,0.0,forward
0.7959752433593822,0.00016793002915451894,forward
0.8265286202950622,7.463556851311954e-05,forward
0.782353696545254,0.0,forward
0.7386778487170046,0.0008209912536443148,forward
0.7441871902326055,0.000970262390670554,forward
0.7626688897664547,0.0007090379008746356,forward
0.6512341341082964,0.000634402332361516,forward
0.8435502278573649,0.0005411078717201166,forward
0.7589571684722577,0.0003358600583090379,forward
0.8279239150891583,0.0,forward
0.6176070195800955,0.000317201166180758,forward
0.7854057262262932,0.0003731778425655977,forward
0.8736070295402847,9.329446064139942e-05,forward
0.7664525010763362,0.0,forward
0.6907431852472933,0.0,forward
0.8328041458342232,0.0,backward
0.8091993957104965,0.0,backward
0.86584501520774,0.0,backward
0.578532388825295,0.0001119533527696793,backward
0.7593178051622888,0.0020151603498542274,backward
0.9259756286102215,0.0,backward
0.7902155985553834,0.0,backward
0.6750934243868048,0.0006903790087463556,backward
0.8050662218581947,0.0001119533527696793,backward
0.8078014282081784,0.0,backward
0.8054233585952278,0.000485131195335277,backward
0.7836059232897151,9.329446064139942e-05,backward
0.8818686800240548,0.0,backward
0.7649031365398048,1.8658892128279884e-05,backward
0.8566274911512521,0.0,backward
0.7283570246836745,0.0009889212827988339,backward
0.824298406637093,0.0002425655976676385,backward
0.8711587429906128,0.0,backward
0.7996169623939435,0.0003731778425655977,backward
0.8835969250326393,3.731778425655977e-05,backward
0.8346832609969111,0.0,backward
0.8396640468447661,1.8658892128279884e-05,backward
0.8030914777767157,5.597667638483965e-05,backward
0.857064415250647,0.00027988338192419824,backward
0.780472388991106,9.329446064139942e-05,backward
0.8633401832067088,3.731778425655977e-05,backward
0.8318569069660257,0.00016793002915451894,backward
0.7834615278739321,0.0,backward
0.8342998843737529,0.00317201166180758,backward
0.8057331032323566,0.0,backward
0.8947425400501281,0.0,backward
0.9330084551510431,0.0,backward
0.8674789646360797,0.0,backward
0.8316351438248041,0.0,backward
0.847448093295065,0.0,backward
0.8153542444285612,0.00016793002915451894,backward
0.8340445389630912,7.463556851311954e-05,backward
0.826302205007989,0.0,backward
0.7913055982320366,0.0008209912536443148,backward
0.7968342035672326,0.000970262390670554,backward
0.8184494091173843,0.0007090379008746356,backward
0.7179335297391116,0.000634402332361516,backward
0.867234368898692,0.0005411078717201166,backward
0.7929859021308238,0.0003358600583090379,backward
0.8468434750978829,0.0,backward
0.7312555999998525,0.000317201166180758,backward
0.8133846661385465,0.0003731778425655977,backward
0.8958951357156698,9.329446064139942e-05,backward
0.7881570485297402,0.0,backward
0.7613380856367625,0.0,backward
