case_id,segmentation_A,segmentation_B,warped_segmentation_A,flips_percentage,log_jac_std,dice,hd95
HCP.198451_to_130013,evaluation_results/ants/SyN/HCP-1/results/HCP.198451_to_130013/HCP.198451_to_130013.198451_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.198451_to_130013/HCP.198451_to_130013.130013_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.198451_to_130013/HCP.198451_to_130013.warped_198451_seg.nii.gz,0.0,0.035448615,0.7914860318456653,1.8075865240900855
HCP.149741_to_147737,evaluation_results/ants/SyN/HCP-1/results/HCP.149741_to_147737/HCP.149741_to_147737.149741_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.149741_to_147737/HCP.149741_to_147737.147737_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.149741_to_147737/HCP.149741_to_147737.warped_149741_seg.nii.gz,0.0,0.029852023,0.7413297712274025,2.0728078011337168
HCP.148335_to_162733,evaluation_results/ants/SyN/HCP-1/results/HCP.148335_to_162733/HCP.148335_to_162733.148335_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.148335_to_162733/HCP.148335_to_162733.162733_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.148335_to_162733/HCP.148335_to_162733.warped_148335_seg.nii.gz,0.0,0.03205529,0.7726431438322401,2.24207655648773
HCP.190031_to_190031,evaluation_results/ants/SyN/HCP-1/results/HCP.190031_to_190031/HCP.190031_to_190031.190031_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.190031_to_190031/HCP.190031_to_190031.190031_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.190031_to_190031/HCP.190031_to_190031.warped_190031_seg.nii.gz,0.0,0.00070332905,1.0,0.0
HCP.133928_to_414229,evaluation_results/ants/SyN/HCP-1/results/HCP.133928_to_414229/HCP.133928_to_414229.133928_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.133928_to_414229/HCP.133928_to_414229.414229_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.133928_to_414229/HCP.133928_to_414229.warped_133928_seg.nii.gz,0.0,0.030700829,0.7487605421465583,3.004036931011689
HCP.199655_to_101915,evaluation_results/ants/SyN/HCP-1/results/HCP.199655_to_101915/HCP.199655_to_101915.199655_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.199655_to_101915/HCP.199655_to_101915.101915_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.199655_to_101915/HCP.199655_to_101915.warped_199655_seg.nii.gz,0.0,0.030162279,0.7423869100846091,2.0729040367720355
HCP.147737_to_190031,evaluation_results/ants/SyN/HCP-1/results/HCP.147737_to_190031/HCP.147737_to_190031.147737_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.147737_to_190031/HCP.147737_to_190031.190031_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.147737_to_190031/HCP.147737_to_190031.warped_147737_seg.nii.gz,0.0,0.026476627,0.7605867750299985,1.6812927616240074
HCP.654754_to_131217,evaluation_results/ants/SyN/HCP-1/results/HCP.654754_to_131217/HCP.654754_to_131217.654754_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.654754_to_131217/HCP.654754_to_131217.131217_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.654754_to_131217/HCP.654754_to_131217.warped_654754_seg.nii.gz,0.0,0.030178871,0.7353916956025024,1.9920232938800948
HCP.130013_to_198451,evaluation_results/ants/SyN/HCP-1/results/HCP.130013_to_198451/HCP.130013_to_198451.130013_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.130013_to_198451/HCP.130013_to_198451.198451_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.130013_to_198451/HCP.130013_to_198451.warped_130013_seg.nii.gz,0.0,0.034226153,0.7890356878702675,1.849030018797921
HCP.153025_to_147737,evaluation_results/ants/SyN/HCP-1/results/HCP.153025_to_147737/HCP.153025_to_147737.153025_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.153025_to_147737/HCP.153025_to_147737.147737_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.153025_to_147737/HCP.153025_to_147737.warped_153025_seg.nii.gz,0.0,0.024005724,0.7532187621829982,1.668622102716174
HCP.101915_to_101915,evaluation_results/ants/SyN/HCP-1/results/HCP.101915_to_101915/HCP.101915_to_101915.101915_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.101915_to_101915/HCP.101915_to_101915.101915_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.101915_to_101915/HCP.101915_to_101915.warped_101915_seg.nii.gz,0.0,0.0006175965,1.0,0.0
HCP.124422_to_499566,evaluation_results/ants/SyN/HCP-1/results/HCP.124422_to_499566/HCP.124422_to_499566.124422_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.124422_to_499566/HCP.124422_to_499566.499566_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.124422_to_499566/HCP.124422_to_499566.warped_124422_seg.nii.gz,0.0,0.030809855,0.7521549297731855,2.11213424691129
HCP.149539_to_124422,evaluation_results/ants/SyN/HCP-1/results/HCP.149539_to_124422/HCP.149539_to_124422.149539_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.149539_to_124422/HCP.149539_to_124422.124422_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.149539_to_124422/HCP.149539_to_124422.warped_149539_seg.nii.gz,0.0,0.029135566,0.771003967714473,1.9422041670928567
HCP.147737_to_212318,evaluation_results/ants/SyN/HCP-1/results/HCP.147737_to_212318/HCP.147737_to_212318.147737_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.147737_to_212318/HCP.147737_to_212318.212318_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.147737_to_212318/HCP.147737_to_212318.warped_147737_seg.nii.gz,0.0,0.030503416,0.7548813861600853,1.8299041472036432
